id,lemma,count
27763,seeaeg,19
27764,sealmaal,19
27765,saviliiv,19
27766,saunakamber,19
27767,sarvist,19
27768,salgamine,19
27769,salaplaan,19
27770,salakütt,19
27771,saatekülaline,19
27772,röökimine,19
27773,ruumiosa,19
27774,rutiinselt,19
27775,rumeenlane,19
27776,rubiin,19
27777,roosimaa,19
27778,roosatama,19
27779,rongiliiklus,19
27780,rohund,19
27781,ristike,19
27782,ristiinimene,19
27783,risoom,19
27784,ringsõit,19
27785,riigikoguliige,19
27786,riietehoid,19
27787,riidehilp,19
27788,reumatoloogia,19
27789,reumaliin,19
27790,resonants,19
27791,rentei,19
27792,rekonfigureerimine,19
27793,reisikorraldaja,19
27794,reisifirma,19
27795,registreeritav,19
27796,regilaulurida,19
27797,reformist,19
27798,reekviem,19
27799,redutseerimine,19
27800,reduktor,19
27801,realistlikult,19
27802,realiseeriv,19
27803,realiseerimisaeg,19
27804,reaalaine,19
27805,raviraha,19
27806,raviaparaat,19
27807,rautama,19
27808,raudteevahimaja,19
27809,rasvama,19
27810,raskemalt,19
27811,raksuma,19
27812,rakendusuuring,19
27813,rahvuseepos,19
27814,rahvaülikool,19
27815,rahvaluulearhiiv,19
27816,rahuläbirääkimised,19
27817,raevutsema,19
27818,raasuke,19
27819,püsimälu,19
27820,pärasool,19
27821,päeviline,19
27822,põrandavaip,19
27823,põnevalt,19
27824,põlvsukk,19
27825,põlismets,19
27826,põletikureaktsioon,19
27827,põhinimi,19
27828,põhilisem,19
27829,põhiallikas,19
27830,põdenu,19
27831,puuslik,19
27832,puuhalg,19
27833,purjelaev,19
27834,punasem,19
27835,punakalt,19
27836,pulstuma,19
27837,puhasti,19
27838,psühhoteraapia,19
27839,prükkar,19
27840,protsentiil,19
27841,prosaist,19
27842,profiit,19
27843,probleemidering,19
27844,probleemiasetus,19
27845,prioriteetsus,19
27846,prevaleerimine,19
27847,praksuma,19
27848,postipoiss,19
27849,positsioneerima,19
27850,popkriitik,19
27851,poolõde,19
27852,poodu,19
27853,ponnistama,19
27854,pojuke,19
27855,poiss-sõber,19
27856,plikatirts,19
27857,pitseerima,19
27858,piraatlus,19
27859,pingutusastma,19
27860,pilvisus,19
27861,piletikontrolör,19
27862,pikantne,19
27863,piison,19
27864,piiritletav,19
27865,piiramatult,19
27866,piinakamber,19
27867,piimavalk,19
27868,piimalehm,19
27869,piimajõudlusnäitaja,19
27870,piiks,19
27871,piibliselts,19
27872,pidurdamatu,19
27873,pidamistingimus,19
27874,pesunöör,19
27875,pessimistlikum,19
27876,perinataalne,19
27877,perevägivald,19
27878,perekasvatus,19
27879,peoline,19
27880,peenetundeline,19
27881,peekon,19
27882,peataolek,19
27883,pearätik,19
27884,pealetükkivalt,19
27885,pealesurumine,19
27886,pealelöök,19
27887,patukahetsuspäev,19
27888,patendiamet,19
27889,pastelne,19
27890,passaaž,19
27891,partitsipatsioon,19
27892,parteipoliitika,19
27893,parlamendifraktsioon,19
27894,parees,19
27895,parallelismipaar,19
27896,paotuma,19
27897,pankrotistumine,19
27898,pankreonekroos,19
27899,paluvalt,19
27900,palmioks,19
27901,pallike,19
27902,pakitu,19
27903,pakitsema,19
27904,pajatus,19
27905,pahvima,19
27906,paekallas,19
27907,paberkott,19
27908,paberitöö,19
27909,paakuma,19
27910,otsustusvõimeline,19
27911,otsivalt,19
27912,otsevastutus,19
27913,otsatu,19
27914,ortopeedia,19
27915,originaalkeel,19
27916,operatsioonimeetod,19
27917,ooperilaulja,19
27918,ooh,19
27919,onühhomükoos,19
27920,ontogenees,19
27921,omavanune,19
27922,omanikfirma,19
27923,omandisuhe,19
27924,oksüdeeruma,19
27925,oimukoht,19
27926,ohumärk,19
27927,ohmu,19
27928,oga,19
27929,odavnemine,19
27930,obadus,19
27931,nüsima,19
27932,näägutama,19
27933,näsima,19
27934,näru,19
27935,näljatunne,19
27936,näitusemaja,19
27937,näitekunst,19
27938,näitejuht,19
27939,nägev,19
27940,nõtkus,19
27941,nõrguke,19
27942,niuhti,19
27943,nihutamine,19
27944,neutraliseeriv,19
27945,neutraalkiud,19
27946,neljatoaline,19
27947,nefrektoomia,19
27948,natsism,19
27949,narrimine,19
27950,name,19
27951,nahkrihm,19
27952,naftatoode,19
27953,naasev,19
27954,naalduma,19
27955,müüjanna,19
27956,müügitöö,19
27957,möönmine,19
27958,möödamineja,19
27959,märgirühm,19
27960,mängukava,19
27961,mõttelõng,19
27962,mõnitav,19
27963,mõjukus,19
27964,mõistetavam,19
27965,muusikaväline,19
27966,muusikaliselt,19
27967,muusikahuviline,19
27968,mutrivõti,19
27969,mustkunstnik,19
27970,mustendav,19
27971,mustajuukseline,19
27972,musikoloogia,19
27973,murdja,19
27974,munn,19
27975,munakollane,19
27976,mudaravi,19
27977,morfoloogiamudel,19
27978,monoloogiline,19
27979,momentaanselt,19
27980,moll,19
27981,moduleerima,19
27982,mobla,19
27983,mitte-vene,19
27984,mitteusutav,19
27985,mitmemõõtmeline,19
27986,missivõistlus,19
27987,minutimaht,19
27988,ministrikoht,19
27989,migrant,19
27990,mg-sisaldus,19
27991,metsaülem,19
27992,metsatööline,19
27993,metsamari,19
27994,metsakultuur,19
27995,merevaik,19
27996,menukam,19
27997,meloodialiikumine,19
27998,meheleminek,19
27999,mega,19
28000,meeskonnavõistlus,19
28001,meelespea,19
28002,meelejahutaja,19
28003,meeldejäävam,19
28004,meditsiinisüsteem,19
28005,meditsiiniraamatukogu,19
28006,meditsiinikandidaat,19
28007,mede,19
28008,matkimine,19
28009,massiteabevahend,19
28010,massistseen,19
28011,massikommunikatsioon,19
28012,maskeraad,19
28013,marutõbine,19
28014,markantsem,19
28015,mantlitasku,19
28016,maletama,19
28017,maksupettus,19
28018,maksimeerimine,19
28019,majonees,19
28020,mahtuv,19
28021,mahetalu,19
28022,magnetofon,19
28023,magistrantuur,19
28024,magala,19
28025,maaväring,19
28026,maamuld,19
28027,maaja,19
28028,lömitama,19
28029,läki,19
28030,lähikondne,19
28031,lähend,19
28032,läha,19
28033,läbini,19
28034,läbikukkunud,19
28035,lõpuheli,19
28036,lõpp-produkt,19
28037,lõimima,19
28038,lõbustusasutus,19
28039,lõbustamine,19
28040,luustumine,19
28041,luuleline,19
28042,lunastav,19
28043,luksuskorter,19
28044,loosaar,19
28045,loomuõiguslik,19
28046,loomatoit,19
28047,loomaarstiteaduskond,19
28048,lookas,19
28049,looduslaps,19
28050,loodusfilm,19
28051,lollitamine,19
28052,loks,19
28053,lokkav,19
28054,lohutamatult,19
28055,logaritmiline,19
28056,lodevus,19
28057,lisatähendus,19
28058,lisanimekiri,19
28059,lippur,19
28060,linnatransport,19
28061,linnaliin,19
28062,linnakassa,19
28063,linkima,19
28064,lillevaas,19
28065,like,19
28066,liitekoht,19
28067,liikmeksolek,19
28068,liigituma,19
28069,liigirikkus,19
28070,liiderlik,19
28071,lihasesisene,19
28072,libreto,19
28073,levimusuuring,19
28074,lemmiktegevus,19
28075,leivaraha,19
28076,leinav,19
28077,lehtpuu,19
28078,lehmapidaja,19
28079,lehmalaud,19
28080,lavastuslik,19
28081,lauanõu,19
28082,latter,19
28083,lapsemäng,19
28084,langusmorfeem,19
28085,lambanahk,19
28086,laktaat,19
28087,laiendav,19
28088,lahtiseletamine,19
28089,lahknemine,19
28090,laevavrakk,19
28091,laetud,19
28092,ladumine,19
28093,ladestus,19
28094,laboratoorselt,19
28095,küsimustering,19
28096,kümnekordne,19
28097,kümnekas,19
28098,külmumine,19
28099,külmpress-rapsikook,19
28100,külmalaine,19
28101,köögitüdruk,19
28102,köögipõrand,19
28103,köitmine,19
28104,käär,19
28105,kättemaksuhimuline,19
28106,käsuliin,19
28107,kärestik,19
28108,käitumisreegel,19
28109,käigushoidmine,19
28110,kähinal,19
28111,kõrvalvõrse,19
28112,kõneminut,19
28113,kõnemaneer,19
28114,kõnekam,19
28115,kõlavalt,19
28116,kõhunääre,19
28117,kõhkleja,19
28118,kvaliteediomadus,19
28119,kuusetüvi,19
28120,kuulmata,19
28121,kuuekordne,19
28122,kuremägi,19
28123,kunstikeskus,19
28124,kunstigalerii,19
28125,kulunud,19
28126,kuluartikkel,19
28127,kultuuripreemia,19
28128,kultuurikolledzh,19
28129,kultuurikogemus,19
28130,kuldaeg,19
28131,kuivlaiksus,19
28132,kuivetu,19
28133,kuivav,19
28134,ksantiin,19
28135,krüsanteem,19
28136,krunn,19
28137,kroonuaed,19
28138,kritiseeriv,19
28139,kristalne,19
28140,kriginal,19
28141,kretiin,19
28142,kreis,19
28143,krediteerimine,19
28144,kraaviperv,19
28145,kosmopoliitne,19
28146,korteriomand,19
28147,korrapäratu,19
28148,korraldustoimkond,19
28149,kordaläinud,19
28150,kopsuväline,19
28151,kopsima,19
28152,kopitus,19
28153,koosseisuline,19
28154,kooskõlaline,19
28155,kooperatiivne,19
28156,koopasuu,19
28157,koolitamata,19
28158,koolihoone,19
28159,konverteerimine,19
28160,kontrabass,19
28161,kontaktdermatiit,19
28162,konfigureerima,19
28163,kompress,19
28164,kompaktsus,19
28165,kolmekuuline,19
28166,kollisioon,19
28167,kolesteatoom,19
28168,kokkuleppeliselt,19
28169,kohvikulaud,19
28170,kohastuma,19
28171,kohaletoimetamine,19
28172,kohakääne,19
28173,kogukam,19
28174,koguinvesteering,19
28175,koguduseliige,19
28176,koduõpetaja,19
28177,kobrutama,19
28178,klopidogreel,19
28179,kliimatingimus,19
28180,kliendikaart,19
28181,kliendigrupp,19
28182,klaverimäng,19
28183,klassifikaator,19
28184,kivistik,19
28185,kiviraidur,19
28186,kivilinn,19
28187,kitsarööpmeline,19
28188,kisendav,19
28189,kirjandusloolane,19
28190,kirikuvara,19
28191,kirikujuht,19
28192,kirikuisa,19
28193,kimono,19
28194,kiirusepiirang,19
28195,kiirabiteenus,19
28196,kiiduväärne,19
28197,kiiduavaldus,19
28198,kihlasõrmus,19
28199,kibedasti,19
28200,keskvokaal,19
28201,keskvangla,19
28202,keskselt,19
28203,keskkonnakaitsja,19
28204,keskkonnakaitseline,19
28205,kepslema,19
28206,kehvemini,19
28207,kehapind,19
28208,kehakinnitus,19
28209,kehahoiak,19
28210,keevitaja,19
28211,keeleüksus,19
28212,keelevara,19
28213,katseviga,19
28214,katseseade,19
28215,katakomb,19
28216,kasvufunktsioon,19
28217,kassatsioonkaebus,19
28218,karvkate,19
28219,kartulikoor,19
28220,kartmatu,19
28221,karniis,19
28222,karmus,19
28223,karistusõiguslikult,19
28224,karistav,19
28225,karistatavus,19
28226,kardiomüopaatia,19
28227,karantiin,19
28228,kannatamatus,19
28229,kaltsiumirikas,19
28230,kallasmaa,19
28231,kalendripäev,19
28232,kalaliik,19
28233,kakaduu,19
28234,kahtlustamine,19
28235,kaheksatunnine,19
28236,kaheksakümnene,19
28237,kaeblik,19
28238,kadedalt,19
28239,kaastundeavaldus,19
28240,kaadripoliitika,19
28241,kaabeltelevisioon,19
28242,jäär,19
28243,järjend,19
28244,järelt,19
28245,jäljendatav,19
28246,jõuluöö,19
28247,juveel,19
28248,juuksevärv,19
28249,juuksepahmakas,19
28250,jutuaine,19
28251,julgustamine,19
28252,juhtroll,19
28253,juhtimisvõimalus,19
28254,joonisfilm,19
28255,joonima,19
28256,jalgpallimäng,19
28257,jalgpallimeeskond,19
28258,jalaväelane,19
28259,jahtiv,19
28260,ivf-protseduur,19
28261,it-teenus,19
28262,istutus,19
28263,istmikusälk,19
28264,istmik,19
28265,islamimaa,19
28266,ir-osakond,19
28267,ioniseeriv,19
28268,inversioon,19
28269,invaliidsus,19
28270,intelligentsem,19
28271,integratsioonitase,19
28272,in-nimi,19
28273,inimaasta,19
28274,infoteenus,19
28275,infektsioosne,19
28276,infektsioonhaigus,19
28277,inetult,19
28278,inertne,19
28279,indekseerimine,19
28280,impulsiivsus,19
28281,imporditav,19
28282,immigratsioon,19
28283,imetamine,19
28284,imelihtne,19
28285,ilmatark,19
28286,ilmamaa,19
28287,ilmaennustus,19
28288,ikoonilisus,19
28289,ihre,19
28290,igikestev,19
28291,igikelts,19
28292,hüüumärk,19
28293,hüdrotsefaalia,19
28294,hääletanu,19
28295,häiritult,19
28296,hägustama,19
28297,hädavajalikkus,19
28298,hädasolija,19
28299,hõrenemine,19
28300,hulgimüük,19
28301,hoolikus,19
28302,hoolekandeasutus,19
28303,hoogustama,19
28304,homöomorfne,19
28305,hokimängija,19
28306,hoiutingimus,19
28307,hinnasilt,19
28308,hinnakujundus,19
28309,hingesugulane,19
28310,hingeldus,19
28311,hingamispuudulikkus,19
28312,hindu,19
28313,himur,19
28314,here,19
28315,heledalt,19
28316,heitja,19
28317,heasoovlik,19
28318,haspel,19
28319,hapukas,19
28320,hame,19
28321,hambuni,19
28322,hallik,19
28323,haljendama,19
28324,hajameelsus,19
28325,haavel,19
28326,gümnaasiumiharidus,19
28327,granaadiheitja,19
28328,graatsia,19
28329,glomerulaarne,19
28330,glamuurne,19
28331,geofüüsikaline,19
28332,generatiivne,19
28333,garantiiaeg,19
28334,garanteerimine,19
28335,galantne,19
28336,gaasikamber,19
28337,gaasijuhe,19
28338,föderaalkohus,19
28339,frontaalsagar,19
28340,frikatiiv,19
28341,frantsiskaan,19
28342,floora,19
28343,finantsteenus,19
28344,finantsinspektsioon,19
28345,filosoofiliselt,19
28346,filmirežissöör,19
28347,filminädal,19
28348,filmikriitik,19
28349,filmikaamera,19
28350,fenool,19
28351,farmijuhataja,19
28352,fantoom,19
28353,fantastiliselt,19
28354,e-vitamiin,19
28355,eugeenika,19
28356,ettenägelikult,19
28357,ettekandmine,19
28358,etteaimamatu,19
28359,estsitalopraam,19
28360,esiuks,19
28361,eriõigus,19
28362,eriväljaanne,19
28363,eritunnus,19
28364,eriteade,19
28365,eriotstarbeline,19
28366,erilisem,19
28367,erepunane,19
28368,erastatav,19
28369,eraasi,19
28370,ennustatavus,19
28371,ennesõjaaegne,19
28372,ennasttäis,19
28373,eneseusaldus,19
28374,enesetõlgendus,19
28375,eluvõimeline,19
28376,eluterve,19
28377,elujuhtum,19
28378,ella,19
28379,ekstratsellulaarne,19
28380,eksportiv,19
28381,eksportija,19
28382,ekspordiartikkel,19
28383,eksminister,19
28384,eksimatu,19
28385,eksamikeskus,19
28386,eitaja,19
28387,eelkooliealine,19
28388,eelkohastumus,19
28389,eelisostuõigus,19
28390,ecstasy,19
28391,ebamoraalne,19
28392,ebakohane,19
28393,ebademokraatlik,19
28394,ditiotreitool,19
28395,diskrediteerima,19
28396,disk,19
28397,diabeetik,19
28398,detsembrikuine,19
28399,determinism,19
28400,determineeritus,19
28401,detailplaan,19
28402,demokraatlikkus,19
28403,demokraatiaprintsiip,19
28404,cvm-geen,19
28405,bolshevik,19
28406,bioom,19
28407,biheivioristlik,19
28408,beduiin,19
28409,bakterioloogiliselt,19
28410,baasarusaam,19
28411,avangardne,19
28412,autoriteetsem,19
28413,automaatvastaja,19
28414,austusväärne,19
28415,aukohus,19
28416,augustiöö,19
28417,auditeerimine,19
28418,audients,19
28419,astmahoog,19
28420,asjaajaja,19
28421,aser,19
28422,arvutitootja,19
28423,arvutikasutusoskus,19
28424,arvutatu,19
28425,arveraamat,19
28426,arusaamisvõime,19
28427,arst-õppejõud,19
28428,arhivaal,19
28429,arhiivraamatukogu,19
28430,arhiivindus,19
28431,arhiivifond,19
28432,argumendistruktuur,19
28433,arengutsükkel,19
28434,arengutempo,19
28435,arenguprogramm,19
28436,apellatsioonikohus,19
28437,anuv,19
28438,antikvariaat,19
28439,anorgaaniline,19
28440,annikas,19
28441,androgeen,19
28442,andmisrežiim,19
28443,andmestruktuur,19
28444,andmesiin,19
28445,ametioskus,19
28446,amenorröa,19
28447,amelema,19
28448,aluskate,19
28449,alusdokument,19
28450,alltöövõtja,19
28451,alliteratiivne,19
28452,alle,19
28453,allalaadimine,19
28454,allakirjutaja,19
28455,alkoholiseadus,19
28456,alguspäev,19
28457,algusperiood,19
28458,algetapp,19
28459,alammenüü,19
28460,akrediteering,19
28461,a-klass,19
28462,ajuinsult,19
28463,ajaja,19
28464,ajahammas,19
28465,ainevahetushäire,19
28466,ahendama,19
28467,aforism,19
28468,abortiivsuskordaja,19
28469,abieluline,19
28470,aber,19
28471,aastalõpp,19
28472,üts,18
28473,ümberpööramine,18
28474,ümbermaailmareis,18
28475,üliõnnelik,18
28476,üleväsimus,18
28477,ülestõusnu,18
28478,üleskirjutamine,18
28479,üleminev,18
28480,ülelinnaline,18
28481,üledoos,18
28482,üldpopulatsioon,18
28483,ühisüritus,18
28484,ühinev,18
28485,ühildatav,18
28486,ühildamine,18
28487,ühetaolisus,18
28488,ühenduma,18
28489,ühendriiklane,18
28490,ühekroonine,18
28491,ühe,18
28492,ööpilv,18
28493,ökoloogiliselt,18
28494,äärislaiksus,18
28495,äraproovitud,18
28496,äraarvamatu,18
28497,äda,18
28498,õõnsus,18
28499,õuemuru,18
28500,õppimisviis,18
28501,õpp,18
28502,õpitegevus,18
28503,õpiprotsess,18
28504,õpilaskond,18
28505,õpetaja-õpilane,18
28506,õnnetuskoht,18
28507,õllekõht,18
28508,õilsam,18
28509,õigusalane,18
28510,õhevil,18
28511,väärtarvitamine,18
28512,väärismetall,18
28513,väärarusaam,18
28514,värvitahvel,18
28515,värvi,18
28516,väravavõimalus,18
28517,välklamp,18
28518,väljutamine,18
28519,väljaviik,18
28520,väljaulatuv,18
28521,väljakirjutatud,18
28522,väljaistutatud,18
28523,väljaistutamine,18
28524,välistuum,18
28525,välispidiselt,18
28526,väledalt,18
28527,väikesemahuline,18
28528,võõrsilt,18
28529,võõrliik,18
28530,võtnu,18
28531,võrgutamine,18
28532,võrguprotsessor,18
28533,võlvkaar,18
28534,võimustruktuur,18
28535,võimupositsioon,18
28536,võimsamalt,18
28537,võimlemistund,18
28538,vurle,18
28539,vudima,18
28540,vormimine,18
28541,visiiditasu,18
28542,virulane,18
28543,viroloogiline,18
28544,virisemine,18
28545,vireemia,18
28546,viivitamatu,18
28547,viiruslik,18
28548,viinamägi,18
28549,viiesajane,18
28550,vihavaenlane,18
28551,vihavaen,18
28552,vihastuma,18
28553,videokonverents,18
28554,vereülekanne,18
28555,vereplekk,18
28556,vereloik,18
28557,veomaht,18
28558,vektorruum,18
28559,veike,18
28560,vehklemisõpetaja,18
28561,veepang,18
28562,veenvamalt,18
28563,veekann,18
28564,veebsait,18
28565,veebikülg,18
28566,veateade,18
28567,vatitekk,18
28568,vastuvõetavam,18
28569,vastuvoolu,18
28570,vastuvaidlematu,18
28571,vastutamine,18
28572,vastastikkus,18
28573,vastassuunaline,18
28574,vasakpartei,18
28575,vapsik,18
28576,vaoshoitus,18
28577,vaoshoitum,18
28578,vandaal,18
28579,vanameelne,18
28580,valvekoer,18
28581,valvearst,18
28582,valuhoog,18
28583,valmistoode,18
28584,valmistoodang,18
28585,valimislubadus,18
28586,valimiskünnis,18
28587,valgutoodang,18
28588,valendav,18
28589,vaimuinimene,18
28590,vaimuelu,18
28591,vahetegu,18
28592,vahetarkvara,18
28593,vahelejäänud,18
28594,vahelagi,18
28595,vahaküpsus,18
28596,vagunisaatja,18
28597,vabaõhuetendus,18
28598,vabapidamislaut,18
28599,vabanenu,18
28600,vaagnaapertuur,18
28601,uusorg,18
28602,uusaegne,18
28603,uusaastaöö,18
28604,uusaasta,18
28605,uuendusmeelne,18
28606,unesegane,18
28607,ultraheliandur,18
28608,ultra,18
28609,ujumisliit,18
28610,uisutama,18
28611,ugrilane,18
28612,uduselt,18
28613,tüübinumber,18
28614,türannia,18
28615,tühikäik,18
28616,tööviljakus,18
28617,töötuskindlustus,18
28618,töötukassa,18
28619,tööstuslinn,18
28620,tööohutus,18
28621,töölõik,18
28622,töökindlam,18
28623,tööiga,18
28624,tööbüroo,18
28625,tänukiri,18
28626,täna-homme,18
28627,täisosanik,18
28628,täidetus,18
28629,tähtteos,18
28630,tädipoeg,18
28631,tõrjutus,18
28632,tõlgitud,18
28633,tõhusaim,18
28634,tuupimine,18
28635,turvapoliitika,18
28636,turvakontroll,18
28637,turismiamet,18
28638,tunamullune,18
28639,tummfilm,18
28640,tuhvlialune,18
28641,tuhmim,18
28642,tsütotoksiline,18
28643,tsütopatogeenne,18
28644,tsaarivõim,18
28645,trust,18
28646,tritsükliline,18
28647,treitera,18
28648,transitiivne,18
28649,trahvisumma,18
28650,traagilisem,18
28651,totralt,18
28652,tootmisõpetus,18
28653,toomhärra,18
28654,toomfoogt,18
28655,toidupoolis,18
28656,toakaaslane,18
28657,tiivustama,18
28658,tiinusaegne,18
28659,tervishoiuosakond,18
28660,tervendamine,18
28661,teretamine,18
28662,teotama,18
28663,teotahteline,18
28664,tellissaar,18
28665,telling,18
28666,teleportatsioon,18
28667,teiselpool,18
28668,tehiskeskkond,18
28669,tegevliige,18
28670,teetanus,18
28671,teenistuskohustus,18
28672,teenindusõpe,18
28673,teemaja,18
28674,tedretähn,18
28675,teatritükk,18
28676,teatripilet,18
28677,teatrikriitik,18
28678,teabeorganisatsioon,18
28679,tavatähendus,18
28680,tavatalu,18
28681,tavakeelne,18
28682,tassimine,18
28683,tarretama,18
28684,targutus,18
28685,tardkivim,18
28686,tarbimisväärtus,18
28687,tarbimiskulu,18
28688,tapvalt,18
28689,tantsuetendus,18
28690,talvepuhkus,18
28691,talvekülm,18
28692,talveaed,18
28693,talupojaseisus,18
28694,taktitundeliselt,18
28695,takkapihta,18
28696,takkajärgi,18
28697,taimelava,18
28698,tagasitoomine,18
28699,tagasihoidlikumalt,18
28700,tagapink,18
28701,taganisa,18
28702,taaselustamine,18
28703,taandarenema,18
28704,šašlõkk,18
28705,süüteoõpetus,18
28706,süüdistuskokkuvõte,18
28707,süvik,18
28708,süvamuusika,18
28709,sütik,18
28710,sünnieelselt,18
28711,sünkroonima,18
28712,sümpatiseerima,18
28713,sümfooniline,18
28714,sümbolplaan,18
28715,süljenääre,18
28716,süleluukeha,18
28717,sügisöö,18
28718,südamesagedus,18
28719,söönud,18
28720,söögitegemine,18
28721,säästlikult,18
28722,säilitusindeks,18
28723,sõnn,18
28724,sõnateater,18
28725,sõnamoodustus,18
28726,sõnaartikkel,18
28727,sõnaaher,18
28728,sõltuvustamispoliitika,18
28729,sõltuvussuhe,18
28730,sõjaväeluure,18
28731,sõjasulane,18
28732,sõjariist,18
28733,sõjakurjategija,18
28734,sõjahaud,18
28735,sõidutamine,18
28736,suveperiood,18
28737,suvekool,18
28738,suveilm,18
28739,suvehooaeg,18
28740,suutlik,18
28741,suurvõim,18
28742,suurmajand,18
28743,suurkogu,18
28744,suujoon,18
28745,sundtäitmine,18
28746,suitsumees,18
28747,suigatama,18
28748,sugulusside,18
28749,suguakt,18
28750,sugereerima,18
28751,subsideerima,18
28752,stereo,18
28753,status,18
28754,statiiv,18
28755,spordirajatis,18
28756,spordipäev,18
28757,sporaadiline,18
28758,spiritist,18
28759,sotsiaalosakond,18
28760,sotsiaalkindlustussüsteem,18
28761,soristama,18
28762,sordiomadus,18
28763,soovunelm,18
28764,soovimine,18
28765,soosivalt,18
28766,soomustama,18
28767,sookaaslane,18
28768,soodustingimus,18
28769,somm,18
28770,sohilaps,18
28771,slaalom,18
28772,skeletilihas,18
28773,sisseveetav,18
28774,sisemonoloog,18
28775,simuleerimine,18
28776,silmjuhtimine,18
28777,silmaots,18
28778,silmaauk,18
28779,silelihasrakk,18
28780,siitilm,18
28781,sigimatus,18
28782,sidekoeline,18
28783,setomaa,18
28784,sensatsiooniline,18
28785,sellesisuline,18
28786,sekeldamine,18
28787,seitsmekümnene,18
28788,seiskoht,18
28789,seiresüsteem,18
28790,seiklusfilm,18
28791,seier,18
28792,seapraad,18
28793,seadusevastaselt,18
28794,seadusandlikult,18
28795,seadistus,18
28796,samojeed,18
28797,samateemaline,18
28798,salvei,18
28799,salakavalus,18
28800,saatuslikult,18
28801,rühmaülem,18
28802,röövlind,18
28803,röga,18
28804,rästas,18
28805,ruutu,18
28806,rulluisk,18
28807,roobas,18
28808,roniv,18
28809,rongipilet,18
28810,rohekashall,18
28811,riugas,18
28812,ristirüütel,18
28813,riskimine,18
28814,riskifond,18
28815,ringkonnaprokurör,18
28816,riivima,18
28817,riigivõlg,18
28818,riigidepartemang,18
28819,riburada,18
28820,r-geen,18
28821,reziim,18
28822,restitutsioon,18
28823,resorptsioon,18
28824,reserveerimine,18
28825,rendipind,18
28826,relvatehing,18
28827,relss,18
28828,rekordimees,18
28829,rekordarv,18
28830,rekombinantne,18
28831,reklaamipaus,18
28832,reisikonsultant,18
28833,rehepapp,18
28834,regressioonivõrrand,18
28835,registreerimiskohustus,18
28836,reflektiivne,18
28837,redis,18
28838,rea-haige,18
28839,ravinõudlus,18
28840,ravikindlustusraha,18
28841,rannikumeri,18
28842,rannarahvas,18
28843,rannamägi,18
28844,rambivalgus,18
28845,rakendusprojekt,18
28846,raiemaht,18
28847,raidkuju,18
28848,rahvusarhiiv,18
28849,rahvapidu,18
28850,rahvakirjanik,18
28851,rahvakiht,18
28852,rahvajuht,18
28853,rahunemine,18
28854,rahahäda,18
28855,raevuhoog,18
28856,radioloogia,18
28857,raamistus,18
28858,püsimatu,18
28859,pöörang,18
28860,päästekomando,18
28861,pääsenud,18
28862,pärssija,18
28863,pärnu-publik,18
28864,päritav,18
28865,päriskodu,18
28866,põrandakate,18
28867,põnevaim,18
28868,põllupidaja,18
28869,põllumajandustöötaja,18
28870,põlistama,18
28871,põlispuu,18
28872,põhukate,18
28873,põhjasõda,18
28874,põhipunkt,18
28875,põhiplaan,18
28876,põhikirjaline,18
28877,puuviljaparadiis,18
28878,puuderdama,18
28879,puhkpill,18
28880,puhkeruum,18
28881,pugeja,18
28882,pruunikooreline,18
28883,propageerija,18
28884,proosateos,18
28885,projektor,18
28886,programmilõim,18
28887,professionaliseerumine,18
28888,primitiiv,18
28889,primaarsus,18
28890,prestiižikas,18
28891,presidendiproua,18
28892,praegusaeg,18
28893,porilomp,18
28894,poolkinnine,18
28895,pommitaja,18
28896,politseitöötaja,18
28897,politruk,18
28898,plinkima,18
28899,plast,18
28900,plasmakontsentratsioon,18
28901,plaksatama,18
28902,plagiaat,18
28903,plaaž,18
28904,pitsike,18
28905,piraattarkvara,18
28906,pioneerilaager,18
28907,pintsett,18
28908,pikne,18
28909,piimakvoot,18
28910,piiksatama,18
28911,pihustama,18
28912,pihiisa,18
28913,piduriklots,18
28914,pidurdusenergia,18
28915,pettumine,18
28916,pesuvesi,18
28917,perekonnainimene,18
28918,pentagramm,18
28919,pendelrändaja,18
28920,pekipaks,18
28921,peied,18
28922,pederast,18
28923,pedantne,18
28924,peatuskoht,18
28925,pealevise,18
28926,partikulaarkirik,18
28927,parteisüsteem,18
28928,parkimistrahv,18
28929,parenhüüm,18
28930,parenhümatoosne,18
28931,parallelismirühm,18
28932,pankadevaheline,18
28933,pangaametnik,18
28934,pandeemia,18
28935,paluv,18
28936,palu,18
28937,palmaru,18
28938,paljakäsivõitlus,18
28939,palgatööline,18
28940,palgaaste,18
28941,paleogeen,18
28942,pakilisem,18
28943,pakikandja,18
28944,paise,18
28945,paaritama,18
28946,paarisuhe,18
28947,paariaastane,18
28948,ovaal,18
28949,otspunkt,18
28950,otsimootor,18
28951,osoonisisaldus,18
28952,oskuskeel,18
28953,osavõtlik,18
28954,originaalõpik,18
28955,oranzh,18
28956,opositsioonierakond,18
28957,operatiivtöö,18
28958,operatiivsus,18
28959,omandatud,18
28960,omakäeline,18
28961,omakohus,18
28962,olli,18
28963,oliiv,18
28964,oivaliselt,18
28965,närvilisem,18
28966,näpuviga,18
28967,näitelava,18
28968,nõva,18
28969,nõustamiskeskus,18
28970,nõukogudemaa,18
28971,nõretama,18
28972,nõiamoor,18
28973,nurgake,18
28974,nuputamine,18
28975,numeru,18
